symbol,live_idx,bt_idx,entry_delta_s,exit_delta_s,live_entry_ts,bt_entry_ts,live_exit_ts,bt_exit_ts,live_pnl,bt_pnl,pnl_diff,live_side,bt_side,live_qty,bt_qty,live_entry_price,bt_entry_price,live_exit_price,bt_exit_price,live_config,bt_config
AQMS,68,145,69.0,398.0,2025-10-14 15:38:09-04:00,2025-10-14 15:37:00-04:00,2025-10-14 15:45:38-04:00,2025-10-14 15:39:00-04:00,-2.3299999999999983,-1.8698664285714273,-0.46013357142857103,long,long,1.0,1,36.04,38.752891285714284,33.71,36.90302485714285,<NA>,<NA>
AWX,69,147,70.0,130.0,2025-10-14 16:04:10-04:00,2025-10-14 16:03:00-04:00,2025-10-14 16:07:10-04:00,2025-10-14 16:05:00-04:00,-0.4093,-0.42171499999999984,0.012414999999999843,long,long,1.0,1,6.7498,6.89689,6.3405,6.495175,<NA>,<NA>
SDOT,71,172,5.0,1.0,2025-10-15 11:39:05-04:00,2025-10-15 11:39:00-04:00,2025-10-15 11:40:01-04:00,2025-10-15 11:40:00-04:00,-0.34140000000000015,-0.44475642857142894,0.1033564285714288,long,long,1.0,1,10.365,10.444756428571429,10.0236,10.02,<NA>,<NA>
OMER,73,173,65.0,75.0,2025-10-15 11:51:05-04:00,2025-10-15 11:50:00-04:00,2025-10-15 11:53:15-04:00,2025-10-15 11:52:00-04:00,-0.25,-0.16399357142857163,-0.08600642857142837,long,long,1.0,1,10.38,10.433121285714286,10.13,10.289127714285714,<NA>,<NA>
SDOT,74,174,66.0,96.0,2025-10-15 12:39:06-04:00,2025-10-15 12:38:00-04:00,2025-10-15 12:40:36-04:00,2025-10-15 12:39:00-04:00,-0.6699000000000002,-0.49466471428571523,-0.17523528571428493,long,long,1.0,1,10.5299,10.683864714285715,9.86,10.2092,<NA>,<NA>
OMER,75,176,5.0,360.0,2025-10-15 12:43:05-04:00,2025-10-15 12:43:00-04:00,2025-10-15 12:45:00-04:00,2025-10-15 12:51:00-04:00,0.19129999999999825,0.20812500000000078,-0.016825000000002532,long,long,1.0,1,10.8388,10.853406428571429,11.0301,11.081531428571429,<NA>,<NA>
OMER,76,177,55.0,125.0,2025-10-15 12:44:05-04:00,2025-10-15 12:45:00-04:00,2025-10-15 12:53:05-04:00,2025-10-15 12:51:00-04:00,0.05509999999999948,-0.14271528571428327,0.19781528571428275,long,long,1.0,1,10.7299,11.204246714285713,10.785,11.081531428571429,<NA>,<NA>
OMER,78,178,67.0,125.0,2025-10-15 13:25:07-04:00,2025-10-15 13:24:00-04:00,2025-10-15 13:28:05-04:00,2025-10-15 13:26:00-04:00,-0.245000000000001,-0.1105444285714281,-0.1344555714285729,long,long,1.0,1,11.005,10.933253714285714,10.76,10.842709285714285,<NA>,<NA>
OMER,79,179,66.0,126.0,2025-10-15 13:42:06-04:00,2025-10-15 13:41:00-04:00,2025-10-15 13:46:06-04:00,2025-10-15 13:44:00-04:00,-0.21969999999999956,-0.1799300000000006,-0.03976999999999897,long,long,1.0,1,11.16,11.293358142857143,10.9403,11.133428142857142,<NA>,<NA>
RYOJ,82,184,88.0,156.0,2025-10-15 17:27:28-04:00,2025-10-15 17:26:00-04:00,2025-10-15 17:32:36-04:00,2025-10-15 17:30:00-04:00,-0.3699999999999992,-0.3952742857142848,0.025274285714285583,long,long,1.0,1,7.27,7.507682857142857,6.9,7.132408571428572,<NA>,<NA>
RYOJ,83,185,89.0,61.0,2025-10-15 18:57:29-04:00,2025-10-15 18:56:00-04:00,2025-10-15 18:59:01-04:00,2025-10-15 18:58:00-04:00,-0.12989999999999924,-0.02253342857142826,-0.10736657142857098,long,long,1.0,1,7.8599,8.003062,7.73,8.000528571428571,<NA>,<NA>
AQMS,84,188,70.0,241.0,2025-10-16 08:31:10-04:00,2025-10-16 08:30:00-04:00,2025-10-16 08:36:01-04:00,2025-10-16 08:32:00-04:00,-1.4599999999999973,-0.7310644285714325,-0.7289355714285648,long,long,1.0,1,19.06,19.446745857142858,17.6,18.73568142857143,<NA>,<NA>
AQMS,85,189,72.0,16.0,2025-10-16 09:01:12-04:00,2025-10-16 09:00:00-04:00,2025-10-16 09:01:16-04:00,2025-10-16 09:01:00-04:00,-0.06179999999999808,-0.5167725714285716,0.4549725714285735,long,long,1.0,1,17.2918,17.83677257142857,17.23,17.34,<NA>,<NA>
ELWS,86,190,74.0,389.0,2025-10-16 10:57:14-04:00,2025-10-16 10:56:00-04:00,2025-10-16 11:17:29-04:00,2025-10-16 11:11:00-04:00,0.09460000000000068,1.3372406857142884,-1.2426406857142878,long,long,1.0,1,5.7254,5.7370411428571435,5.82,7.0942818285714315,<NA>,<NA>
ELWS,87,191,74.0,336.0,2025-10-16 11:11:14-04:00,2025-10-16 11:10:00-04:00,2025-10-16 11:17:36-04:00,2025-10-16 11:12:00-04:00,-1.0698999999999996,-0.46179071428571383,-0.6081092857142858,long,long,1.0,1,6.7799,6.638301857142857,5.71,6.196511142857143,<NA>,<NA>
ELWS,88,193,75.0,601.0,2025-10-16 11:27:15-04:00,2025-10-16 11:26:00-04:00,2025-10-16 11:51:01-04:00,2025-10-16 11:41:00-04:00,0.13360000000000039,0.41101828571428634,-0.27741828571428595,long,long,1.0,1,7.0999,7.281133142857143,7.2335,7.7121514285714285,<NA>,<NA>
AQMS,89,195,76.0,741.0,2025-10-16 12:42:16-04:00,2025-10-16 12:41:00-04:00,2025-10-16 12:54:21-04:00,2025-10-16 12:42:00-04:00,0.6229999999999993,-0.2420028571428574,0.8650028571428567,long,long,1.0,1,15.467,15.553702857142857,16.09,15.3317,<NA>,<NA>
AQMS,90,196,78.0,660.0,2025-10-16 12:46:18-04:00,2025-10-16 12:45:00-04:00,2025-10-16 12:57:00-04:00,2025-10-16 12:46:00-04:00,0.8569999999999993,0.026338857142858885,0.8306611428571404,long,long,1.0,1,15.8655,15.703661142857142,16.7225,15.75,<NA>,<NA>
AQMS,91,198,42.0,76.0,2025-10-16 12:55:18-04:00,2025-10-16 12:56:00-04:00,2025-10-16 12:58:16-04:00,2025-10-16 12:57:00-04:00,-0.5898999999999983,-0.1746927142857153,-0.415207285714283,long,long,1.0,1,16.4899,16.65509271428571,15.9,16.5004,<NA>,<NA>
CRMLW,93,199,76.0,80.0,2025-10-16 13:28:16-04:00,2025-10-16 13:27:00-04:00,2025-10-16 13:29:20-04:00,2025-10-16 13:28:00-04:00,-0.07360000000000078,-0.2832557142857137,0.20965571428571295,long,long,1.0,1,12.1837,12.483255714285715,12.1101,12.22,<NA>,<NA>
AQMS,94,200,77.0,328.0,2025-10-16 13:34:17-04:00,2025-10-16 13:33:00-04:00,2025-10-16 13:39:28-04:00,2025-10-16 13:34:00-04:00,-0.5398999999999994,-0.06360600000000005,-0.47629399999999933,long,long,1.0,1,16.71,16.723405999999997,16.1701,16.6798,<NA>,<NA>
ARTV,95,204,68.0,114.0,2025-10-16 17:14:08-04:00,2025-10-16 17:13:00-04:00,2025-10-16 17:16:54-04:00,2025-10-16 17:15:00-04:00,-0.2599,-0.2485807142857137,-0.011319285714286309,long,long,1.0,1,6.23,6.534236714285715,5.9701,6.305656000000001,<NA>,<NA>
ARTV,97,205,79.0,138.0,2025-10-16 17:38:19-04:00,2025-10-16 17:37:00-04:00,2025-10-16 17:43:18-04:00,2025-10-16 17:41:00-04:00,-0.17980000000000018,-0.07567557142857151,-0.10412442857142867,long,long,1.0,1,6.5199,6.5040505714285715,6.3401,6.4483749999999995,<NA>,<NA>
ARTV,98,206,79.0,48.0,2025-10-16 17:52:19-04:00,2025-10-16 17:51:00-04:00,2025-10-16 17:54:48-04:00,2025-10-16 17:54:00-04:00,-0.3497999999999992,-0.19038285714285674,-0.15941714285714248,long,long,1.0,1,6.7399,6.803843428571429,6.3901,6.6334605714285715,<NA>,<NA>
GWH,101,210,85.0,146.0,2025-10-17 10:32:25-04:00,2025-10-17 10:31:00-04:00,2025-10-17 10:37:26-04:00,2025-10-17 10:35:00-04:00,-0.2477999999999998,-0.17890757142857083,-0.06889242857142897,long,long,1.0,1,6.3788,6.454385428571428,6.131,6.295477857142857,<NA>,<NA>
ARTV,104,212,85.0,84.0,2025-10-17 13:18:25-04:00,2025-10-17 13:17:00-04:00,2025-10-17 13:27:24-04:00,2025-10-17 13:26:00-04:00,-0.3898999999999999,-0.06827342857142771,-0.3216265714285722,long,long,1.0,1,6.8799,6.993541285714286,6.49,6.945267857142857,<NA>,<NA>
SNSE,105,211,97.0,60.0,2025-10-17 13:18:37-04:00,2025-10-17 13:17:00-04:00,2025-10-17 13:24:00-04:00,2025-10-17 13:23:00-04:00,-0.5599999999999987,-0.7359442857142859,0.17594428571428722,long,long,1.0,1,12.27,12.465944285714286,11.71,11.75,<NA>,<NA>
REPL,108,215,504.0,2482.0,2025-10-20 08:02:36-04:00,2025-10-20 08:11:00-04:00,2025-10-20 08:57:22-04:00,2025-10-20 08:16:00-04:00,0.7807000000000013,-0.26167571428571357,1.0423757142857148,long,long,1.0,1,8.77,9.195142428571428,9.5507,8.953466714285714,<NA>,<NA>
REPL,109,216,65.0,189.0,2025-10-20 08:53:05-04:00,2025-10-20 08:52:00-04:00,2025-10-20 09:01:09-04:00,2025-10-20 08:58:00-04:00,-0.009199999999999875,0.09572085714285983,-0.1049208571428597,long,long,1.0,1,9.3799,9.443214142857142,9.3707,9.558935000000002,<NA>,<NA>
REPL,110,217,65.0,2506.0,2025-10-20 08:58:05-04:00,2025-10-20 08:57:00-04:00,2025-10-20 09:40:46-04:00,2025-10-20 08:59:00-04:00,-0.4399999999999995,-0.1691364285714272,-0.2708635714285723,long,long,1.0,1,9.54,9.733556857142858,9.1,9.58442042857143,<NA>,<NA>
REPL,111,218,67.0,241.0,2025-10-20 09:36:07-04:00,2025-10-20 09:35:00-04:00,2025-10-20 09:41:01-04:00,2025-10-20 09:37:00-04:00,-0.5,-0.2681299999999993,-0.2318700000000007,long,long,1.0,1,9.51,9.814542571428571,9.01,9.566412571428572,<NA>,<NA>
ANRO,112,228,68.0,285.0,2025-10-20 10:04:08-04:00,2025-10-20 10:03:00-04:00,2025-10-20 10:16:45-04:00,2025-10-20 10:12:00-04:00,0.9028000000000009,0.49798257142857416,0.4048174285714268,long,long,1.0,1,10.2022,10.258133142857142,11.105,10.776115714285716,<NA>,<NA>
ANRO,113,230,9.0,299.0,2025-10-20 10:10:09-04:00,2025-10-20 10:10:00-04:00,2025-10-20 10:16:59-04:00,2025-10-20 10:12:00-04:00,0.12009999999999899,-0.29569585714285473,0.4157958571428537,long,long,1.0,1,11.0799,11.039597285714285,11.2,10.76390142857143,<NA>,<NA>
ANRO,115,231,70.0,191.0,2025-10-20 11:16:10-04:00,2025-10-20 11:15:00-04:00,2025-10-20 11:18:11-04:00,2025-10-20 11:15:00-04:00,-0.42650000000000077,0.5639668571428551,-0.9904668571428559,long,long,1.0,1,11.4365,11.373386428571427,11.01,11.957353285714282,<NA>,<NA>
USARW,116,232,78.0,205.0,2025-10-20 11:16:18-04:00,2025-10-20 11:15:00-04:00,2025-10-20 11:22:35-04:00,2025-10-20 11:26:00-04:00,0.12020000000000053,0.9126209371428509,-0.7924209371428503,long,long,1.0,1,18.3799,18.18,18.5001,19.112620937142854,<NA>,<NA>
GSIT,117,233,69.0,102.0,2025-10-20 11:28:09-04:00,2025-10-20 11:27:00-04:00,2025-10-20 11:30:42-04:00,2025-10-20 11:29:00-04:00,-0.34999999999999964,-0.5064949999999993,0.1564949999999996,long,long,1.0,1,15.02,15.440725714285714,14.67,14.954230714285714,<NA>,<NA>
GSIT,118,234,80.0,9.0,2025-10-20 11:36:20-04:00,2025-10-20 11:35:00-04:00,2025-10-20 11:39:09-04:00,2025-10-20 11:39:00-04:00,-1.1472000000000016,0.22364242857142358,-1.3708424285714251,long,long,1.0,1,16.0972,16.36215542857143,14.95,16.605797857142857,<NA>,<NA>
ANRO,119,236,82.0,110.0,2025-10-20 12:02:22-04:00,2025-10-20 12:01:00-04:00,2025-10-20 12:04:50-04:00,2025-10-20 12:03:00-04:00,-0.10500000000000043,-0.19470285714285573,0.08970285714285531,long,long,1.0,1,11.335,11.463697,11.23,11.288994142857144,<NA>,<NA>
USARW,120,237,82.0,379.0,2025-10-20 13:48:22-04:00,2025-10-20 13:47:00-04:00,2025-10-20 13:58:19-04:00,2025-10-20 13:52:00-04:00,-0.06990000000000052,0.1920639999999949,-0.2619639999999954,long,long,1.0,1,19.7199,19.50303242857143,19.65,19.715096428571428,<NA>,<NA>
GSIT,121,239,83.0,207.0,2025-10-20 14:50:23-04:00,2025-10-20 14:49:00-04:00,2025-10-20 14:54:27-04:00,2025-10-20 14:51:00-04:00,0.41110000000000113,-0.3160035714285705,0.7271035714285716,long,long,1.0,1,13.8189,14.106056428571428,14.23,13.810052857142857,<NA>,<NA>
GSIT,122,240,84.0,136.0,2025-10-20 14:55:24-04:00,2025-10-20 14:54:00-04:00,2025-10-20 14:56:44-04:00,2025-10-20 14:59:00-04:00,0.20500000000000007,-0.3697785714285704,0.5747785714285705,long,long,1.0,1,14.245,14.72752042857143,14.45,14.377741857142858,<NA>,<NA>
GSIT,123,242,87.0,720.0,2025-10-20 16:28:27-04:00,2025-10-20 16:27:00-04:00,2025-10-20 16:44:00-04:00,2025-10-20 16:32:00-04:00,0.25,-0.31436428571428543,0.5643642857142854,long,long,1.0,1,13.93,14.146327000000001,14.18,13.851962714285715,<NA>,<NA>
GSIT,124,243,88.0,328.0,2025-10-20 16:44:28-04:00,2025-10-20 16:43:00-04:00,2025-10-20 16:50:28-04:00,2025-10-20 16:45:00-04:00,0.49439999999999884,-0.2947057142857137,0.7891057142857125,long,long,1.0,1,14.3,14.446234285714285,14.7944,14.17152857142857,<NA>,<NA>
GSIT,125,244,86.0,63.0,2025-10-20 16:50:26-04:00,2025-10-20 16:49:00-04:00,2025-10-20 16:52:03-04:00,2025-10-20 16:51:00-04:00,-0.3461999999999996,-0.18825314285714434,-0.15794685714285528,long,long,1.0,1,14.85,14.816090285714287,14.5038,14.647837142857142,<NA>,<NA>
GSIT,126,245,82.0,54.0,2025-10-21 08:57:22-04:00,2025-10-21 08:56:00-04:00,2025-10-21 08:58:54-04:00,2025-10-21 08:58:00-04:00,-0.47699999999999676,-0.16121642857143215,-0.3157835714285646,long,long,3.0,1,17.829,18.00320957142857,17.67,17.86199314285714,<NA>,<NA>
NERV,127,251,22.0,230.0,2025-10-21 09:42:22-04:00,2025-10-21 09:42:00-04:00,2025-10-21 09:46:10-04:00,2025-10-21 09:50:00-04:00,2.310299999999998,2.2319062857142846,0.0783937142857134,long,long,3.0,1,8.8299,9.048627142857143,9.6,11.300533428571427,<NA>,<NA>
ATMV,128,250,32.0,573.0,2025-10-21 09:42:32-04:00,2025-10-21 09:42:00-04:00,2025-10-21 10:02:33-04:00,2025-10-21 09:53:00-04:00,-9.046199999999999,-2.3147,-6.731499999999999,long,long,3.0,1,15.5155,15.97,12.5001,13.6753,<NA>,<NA>
NERV,129,252,36.0,290.0,2025-10-21 09:43:24-04:00,2025-10-21 09:44:00-04:00,2025-10-21 09:46:10-04:00,2025-10-21 09:51:00-04:00,1.4112000000000045,1.7946034285714259,-0.3834034285714214,long,long,3.0,1,9.1299,9.710455714285713,9.6003,11.525059142857138,<NA>,<NA>
NERV,130,253,33.0,45.0,2025-10-21 09:45:33-04:00,2025-10-21 09:45:00-04:00,2025-10-21 09:47:45-04:00,2025-10-21 09:47:00-04:00,-0.8120999999999992,-0.5709928571428566,-0.24110714285714252,long,long,3.0,1,9.8313,10.410872857142857,9.5606,9.85988,<NA>,<NA>
NERV,131,254,86.0,11.0,2025-10-21 09:53:26-04:00,2025-10-21 09:52:00-04:00,2025-10-21 09:53:49-04:00,2025-10-21 09:54:00-04:00,-0.2978999999999985,-0.7419157142857138,0.4440157142857153,long,long,3.0,1,11.0,12.475701142857144,10.9007,11.75378542857143,<NA>,<NA>
ATMV,132,257,25.0,3.0,2025-10-21 10:45:25-04:00,2025-10-21 10:45:00-04:00,2025-10-21 10:46:57-04:00,2025-10-21 10:47:00-04:00,-1.6260000000000048,-0.4187257142857135,-1.2072742857142913,long,long,3.0,1,14.242,14.86053157142857,13.7,14.461805857142856,<NA>,<NA>
RYOJ,134,259,26.0,4.0,2025-10-21 10:53:26-04:00,2025-10-21 10:53:00-04:00,2025-10-21 10:55:04-04:00,2025-10-21 10:55:00-04:00,-0.35550000000000015,-0.10901400000000017,-0.24648599999999998,long,long,3.0,1,6.2385,6.2037254285714285,6.12,6.114711428571428,<NA>,<NA>
NERV,136,260,86.0,342.0,2025-10-21 11:12:26-04:00,2025-10-21 11:11:00-04:00,2025-10-21 11:18:42-04:00,2025-10-21 11:13:00-04:00,0.30029999999999824,-0.38058499999999995,0.6808849999999982,long,long,3.0,1,10.88,10.986714714285714,10.9801,10.626129714285714,<NA>,<NA>
NERV,137,261,85.0,32.0,2025-10-21 12:24:25-04:00,2025-10-21 12:23:00-04:00,2025-10-21 12:24:32-04:00,2025-10-21 12:24:00-04:00,-5.0849999999999955,0.9404886857142873,-6.025488685714283,long,long,3.0,1,12.075,11.105171142857143,10.38,12.06565982857143,<NA>,<NA>
RYOJ,138,262,90.0,77.0,2025-10-21 14:39:30-04:00,2025-10-21 14:38:00-04:00,2025-10-21 14:42:43-04:00,2025-10-21 14:44:00-04:00,1.8852000000000002,0.6411775999999998,1.2440224000000004,long,long,3.0,1,6.7476,6.962656,7.376,7.623833599999999,<NA>,<NA>
RYOJ,139,264,28.0,43.0,2025-10-21 14:43:28-04:00,2025-10-21 14:43:00-04:00,2025-10-21 14:47:43-04:00,2025-10-21 14:47:00-04:00,-0.5696999999999992,-0.25889882857142776,-0.31080117142857144,long,long,3.0,1,7.3599,7.534927862857143,7.17,7.296029034285715,<NA>,<NA>
RYOJ,141,266,271.0,798.0,2025-10-21 15:25:29-04:00,2025-10-21 15:30:00-04:00,2025-10-21 15:27:42-04:00,2025-10-21 15:41:00-04:00,0.21030000000000015,1.483037028571431,-1.2727370285714308,long,long,3.0,1,7.8799,8.456496714285715,7.95,9.959533742857145,<NA>,<NA>
